Date,Stock,label,Predicted,prob_down,prob_up,Confidence,window_id,fit_start,fit_end,Return_1d
2025-05-07,HDFCBANK,-1,1,0.44024944,0.55975056,0.55975056,4,2020-02-12,2025-04-30,0.0071957881924666
2025-05-07,HEROMOTOCO,1,1,0.28722888,0.7127711,0.7127711,4,2020-02-12,2025-04-30,-0.0011878272176586
2025-05-07,HINDALCO,1,1,0.23769748,0.7623025,0.7623025,4,2020-02-12,2025-04-30,0.009919895296337
2025-05-07,INDUSINDBK,-1,1,0.2658794,0.7341206,0.7341206,4,2020-02-12,2025-04-30,0.0024044241757044
2025-05-07,INFY,1,1,0.17689085,0.82310915,0.82310915,4,2020-02-12,2025-04-30,-0.0021171103526621
2025-05-07,JSWSTEEL,1,1,0.2913702,0.7086298,0.7086298,4,2020-02-12,2025-04-30,-0.0014470285153048
2025-05-07,KOTAKBANK,-1,1,0.30835462,0.6916454,0.6916454,4,2020-02-12,2025-04-30,0.0100771825578482
2025-05-07,LT,1,1,0.21266627,0.7873337,0.7873337,4,2020-02-12,2025-04-30,-0.0037792352821369
2025-05-07,NESTLEIND,1,1,0.29730386,0.70269614,0.70269614,4,2020-02-12,2025-04-30,-0.0076809110777459
2025-05-07,NTPC,1,1,0.45444208,0.5455579,0.5455579,4,2020-02-12,2025-04-30,0.0007313886514617
2025-05-07,ONGC,1,1,0.38599038,0.6140096,0.6140096,4,2020-02-12,2025-04-30,0.0070463729045735
2025-05-07,POWERGRID,-1,-1,0.55560434,0.44439566,0.55560434,4,2020-02-12,2025-04-30,0.011378387477442
2025-05-07,RELIANCE,1,1,0.32042807,0.6795719,0.6795719,4,2020-02-12,2025-04-30,-0.0104863767065397
2025-05-07,SBIN,1,1,0.24599755,0.75400245,0.75400245,4,2020-02-12,2025-04-30,0.0025836276903576
2025-05-07,SUNPHARMA,-1,1,0.42722446,0.57277554,0.57277554,4,2020-02-12,2025-04-30,-0.0207795294969707
2025-05-07,TATASTEEL,1,1,0.2980498,0.7019502,0.7019502,4,2020-02-12,2025-04-30,0.0108003007038259
2025-05-07,TCS,1,1,0.217884,0.782116,0.782116,4,2020-02-12,2025-04-30,-0.0043063934215905
2025-05-07,TECHM,1,1,0.31085515,0.68914485,0.68914485,4,2020-02-12,2025-04-30,-0.0006683897724779
2025-05-07,TITAN,1,1,0.29478335,0.70521665,0.70521665,4,2020-02-12,2025-04-30,0.0120025516972905
2025-05-07,WIPRO,1,1,0.28431284,0.71568716,0.71568716,4,2020-02-12,2025-04-30,0.0118163748946833
2025-05-08,AXISBANK,1,1,0.2570392,0.7429608,0.7429608,4,2020-02-12,2025-04-30,0.0093858686681156
2025-05-08,BAJAJ-AUTO,1,1,0.16308826,0.83691174,0.83691174,4,2020-02-12,2025-04-30,-0.0158618533248829
2025-05-08,BAJFINANCE,1,1,0.31203133,0.6879687,0.6879687,4,2020-02-12,2025-04-30,-0.0171368672363124
2025-05-08,BHARTIARTL,-1,1,0.35172105,0.64827895,0.64827895,4,2020-02-12,2025-04-30,-0.0115457980467187
2025-05-08,BPCL,1,1,0.14612937,0.85387063,0.85387063,4,2020-02-12,2025-04-30,-0.028242261203057
2025-05-08,BRITANNIA,1,1,0.34884787,0.65115213,0.65115213,4,2020-02-12,2025-04-30,0.00747520821219
2025-05-08,CIPLA,-1,1,0.25120193,0.7487981,0.7487981,4,2020-02-12,2025-04-30,-0.0145811942007862
2025-05-08,COALINDIA,1,1,0.28657633,0.71342367,0.71342367,4,2020-02-12,2025-04-30,0.0056092271377381
2025-05-08,DRREDDY,1,1,0.17311263,0.82688737,0.82688737,4,2020-02-12,2025-04-30,-0.0109415962059706
2025-05-08,HCLTECH,1,1,0.24421424,0.75578576,0.75578576,4,2020-02-12,2025-04-30,0.0111302479058619
2025-05-08,HEROMOTOCO,1,1,0.19563127,0.80436873,0.80436873,4,2020-02-12,2025-04-30,-0.0174509154422785
2025-05-08,HINDALCO,1,1,0.20899719,0.7910028,0.7910028,4,2020-02-12,2025-04-30,-0.0253025269577688
2025-05-08,HINDUNILVR,-1,1,0.2359708,0.7640292,0.7640292,4,2020-02-12,2025-04-30,-0.0067066004417928
2025-05-08,INDUSINDBK,-1,1,0.1490249,0.8509751,0.8509751,4,2020-02-12,2025-04-30,-0.0083952987556747
2025-05-08,INFY,1,1,0.14246279,0.8575372,0.8575372,4,2020-02-12,2025-04-30,0.0020552733113532
2025-05-08,ITC,-1,1,0.29337215,0.70662785,0.70662785,4,2020-02-12,2025-04-30,-0.0012756282353766
2025-05-08,JSWSTEEL,1,1,0.22033095,0.77966905,0.77966905,4,2020-02-12,2025-04-30,-0.0133526558505082
2025-05-08,KOTAKBANK,-1,1,0.28576928,0.7142307,0.7142307,4,2020-02-12,2025-04-30,0.0084490808429698
2025-05-08,LT,1,1,0.24739134,0.75260866,0.75260866,4,2020-02-12,2025-04-30,0.0007526762258369
2025-05-08,NESTLEIND,1,1,0.23589468,0.7641053,0.7641053,4,2020-02-12,2025-04-30,0.0009835810170444
2025-05-08,ONGC,1,1,0.23577398,0.764226,0.764226,4,2020-02-12,2025-04-30,-0.0228348746990569
2025-05-08,POWERGRID,-1,1,0.3819793,0.6180207,0.6180207,4,2020-02-12,2025-04-30,-0.0091611278214073
2025-05-08,SBIN,1,1,0.18774837,0.8122516,0.8122516,4,2020-02-12,2025-04-30,-0.0091483488168757
2025-05-08,SUNPHARMA,-1,1,0.35045612,0.6495439,0.6495439,4,2020-02-12,2025-04-30,-0.0079155543185495
2025-05-08,TATASTEEL,1,1,0.25314075,0.74685925,0.74685925,4,2020-02-12,2025-04-30,-0.015958903142648
2025-05-08,TCS,1,1,0.18137151,0.8186285,0.8186285,4,2020-02-12,2025-04-30,0.0011029715285024
2025-05-08,TECHM,1,1,0.2651636,0.7348364,0.7348364,4,2020-02-12,2025-04-30,0.0050828909912754
2025-05-08,TITAN,1,1,0.37763846,0.62236154,0.62236154,4,2020-02-12,2025-04-30,0.0091048103790951
2025-05-08,WIPRO,1,1,0.21054769,0.7894523,0.7894523,4,2020-02-12,2025-04-30,-0.0101212310995795
2025-05-09,ASIANPAINT,1,1,0.243065,0.756935,0.756935,4,2020-02-12,2025-04-30,-0.001302907927161
2025-05-09,AXISBANK,1,1,0.17763424,0.82236576,0.82236576,4,2020-02-12,2025-04-30,-0.018000279744711
2025-05-09,BAJAJ-AUTO,1,1,0.16827273,0.83172727,0.83172727,4,2020-02-12,2025-04-30,-0.0054372515312484
2025-05-09,BAJAJFINSV,1,1,0.25116062,0.7488394,0.7488394,4,2020-02-12,2025-04-30,-0.0179461983604412
2025-05-09,BAJFINANCE,1,1,0.27838653,0.72161347,0.72161347,4,2020-02-12,2025-04-30,-0.020350329057952
2025-05-09,BHARTIARTL,-1,1,0.31737906,0.68262094,0.68262094,4,2020-02-12,2025-04-30,-0.0141340733269064
2025-05-09,BPCL,1,1,0.16715616,0.83284384,0.83284384,4,2020-02-12,2025-04-30,-0.003572121635213
2025-05-09,BRITANNIA,1,1,0.3513459,0.6486541,0.6486541,4,2020-02-12,2025-04-30,0.0083472579705357
2025-05-09,COALINDIA,1,1,0.2584802,0.7415198,0.7415198,4,2020-02-12,2025-04-30,-0.0079129555400349
2025-05-09,DRREDDY,1,1,0.16375905,0.83624095,0.83624095,4,2020-02-12,2025-04-30,0.0068815389547602
2025-05-09,EICHERMOT,1,1,0.29630345,0.70369655,0.70369655,4,2020-02-12,2025-04-30,-0.0090274964079021
2025-05-09,GRASIM,1,1,0.2932831,0.7067169,0.7067169,4,2020-02-12,2025-04-30,-0.0236780027690692
2025-05-09,HCLTECH,1,1,0.18155634,0.81844366,0.81844366,4,2020-02-12,2025-04-30,-0.0071486698973808
2025-05-09,HDFCBANK,1,1,0.25178665,0.74821335,0.74821335,4,2020-02-12,2025-04-30,-0.0201192937323476
2025-05-09,HEROMOTOCO,1,1,0.22206903,0.777931,0.777931,4,2020-02-12,2025-04-30,0.0140507934431182
2025-05-09,HINDALCO,1,1,0.25070286,0.74929714,0.74929714,4,2020-02-12,2025-04-30,0.0112060801510323
2025-05-09,HINDUNILVR,1,1,0.22295672,0.7770433,0.7770433,4,2020-02-12,2025-04-30,-0.0093422547524824
2025-05-09,ICICIBANK,1,1,0.31038433,0.68961567,0.68961567,4,2020-02-12,2025-04-30,-0.0324625416885433
2025-05-09,INDUSINDBK,-1,1,0.1668104,0.8331896,0.8331896,4,2020-02-12,2025-04-30,-0.0104015187625896
2025-05-09,INFY,1,1,0.14576364,0.85423636,0.85423636,4,2020-02-12,2025-04-30,-0.0025142401539661
2025-05-09,ITC,1,1,0.21462232,0.7853777,0.7853777,4,2020-02-12,2025-04-30,-0.0163725598177487
2025-05-09,JSWSTEEL,1,1,0.18286192,0.8171381,0.8171381,4,2020-02-12,2025-04-30,0.0039865718044231
2025-05-09,LT,1,1,0.26162398,0.738376,0.738376,4,2020-02-12,2025-04-30,0.0361021097112113
2025-05-09,M&M,1,1,0.26093203,0.739068,0.739068,4,2020-02-12,2025-04-30,-0.0168144717840682
2025-05-09,MARUTI,1,1,0.2354883,0.7645117,0.7645117,4,2020-02-12,2025-04-30,-0.0114590024675119
2025-05-09,NESTLEIND,1,1,0.16000152,0.8399985,0.8399985,4,2020-02-12,2025-04-30,-0.0065365823042611
2025-05-09,NTPC,1,1,0.22899097,0.771009,0.771009,4,2020-02-12,2025-04-30,-0.0154411200431741
2025-05-09,ONGC,1,1,0.31846136,0.68153864,0.68153864,4,2020-02-12,2025-04-30,0.0074607966440829
2025-05-09,RELIANCE,1,1,0.2503394,0.7496606,0.7496606,4,2020-02-12,2025-04-30,-0.0211798601307475
2025-05-09,SBIN,1,1,0.21565068,0.7843493,0.7843493,4,2020-02-12,2025-04-30,0.0133290517544637
2025-05-09,SUNPHARMA,-1,1,0.3379383,0.6620617,0.6620617,4,2020-02-12,2025-04-30,-0.0126753968272237
2025-05-09,TATASTEEL,1,1,0.29441833,0.70558167,0.70558167,4,2020-02-12,2025-04-30,-0.0061947715380472
2025-05-09,TCS,1,1,0.16487688,0.8351231,0.8351231,4,2020-02-12,2025-04-30,-0.0024934446129735
2025-05-09,TECHM,1,1,0.28404057,0.7159594,0.7159594,4,2020-02-12,2025-04-30,-0.0060553674428991
2025-05-09,TITAN,1,1,0.45779818,0.5422018,0.5422018,4,2020-02-12,2025-04-30,0.0418484444458979
2025-05-09,ULTRACEMCO,1,1,0.26828748,0.7317125,0.7317125,4,2020-02-12,2025-04-30,-0.0229559045637456
2025-05-09,WIPRO,1,1,0.17873144,0.82126856,0.82126856,4,2020-02-12,2025-04-30,0.0018213614840616
2025-05-12,ASIANPAINT,-1,1,0.2914285,0.7085715,0.7085715,4,2020-02-12,2025-04-30,0.0246998715459874
2025-05-12,BAJAJ-AUTO,1,1,0.24308372,0.7569163,0.7569163,4,2020-02-12,2025-04-30,0.0464692381377713
2025-05-12,BAJFINANCE,1,1,0.2971595,0.7028405,0.7028405,4,2020-02-12,2025-04-30,0.0436870561218543
2025-05-12,BHARTIARTL,-1,1,0.35225546,0.64774454,0.64774454,4,2020-02-12,2025-04-30,0.0121186242704385
2025-05-12,BPCL,1,1,0.15286696,0.84713304,0.84713304,4,2020-02-12,2025-04-30,0.0071697489046171
2025-05-12,BRITANNIA,-1,1,0.40093035,0.59906965,0.59906965,4,2020-02-12,2025-04-30,0.0317328785236181
2025-05-12,CIPLA,-1,1,0.26307315,0.73692685,0.73692685,4,2020-02-12,2025-04-30,0.0213513422041689
2025-05-12,COALINDIA,1,1,0.2936653,0.7063347,0.7063347,4,2020-02-12,2025-04-30,0.0342573219747006
2025-05-12,DRREDDY,1,1,0.28244382,0.7175562,0.7175562,4,2020-02-12,2025-04-30,0.0343454462887709
2025-05-12,EICHERMOT,-1,1,0.32026935,0.67973065,0.67973065,4,2020-02-12,2025-04-30,0.0368144496738196
2025-05-12,GRASIM,-1,1,0.4661926,0.5338074,0.5338074,4,2020-02-12,2025-04-30,0.040989771807447
2025-05-12,HDFCBANK,-1,1,0.38118654,0.61881346,0.61881346,4,2020-02-12,2025-04-30,0.0357200003875877
2025-05-12,HEROMOTOCO,1,1,0.24053854,0.75946146,0.75946146,4,2020-02-12,2025-04-30,0.0339915084986146
2025-05-12,HINDALCO,1,1,0.25373012,0.7462699,0.7462699,4,2020-02-12,2025-04-30,0.0395439560778911
2025-05-12,ICICIBANK,1,1,0.3830495,0.6169505,0.6169505,4,2020-02-12,2025-04-30,0.0429115907190922
2025-05-12,INFY,-1,1,0.24282616,0.75717384,0.75717384,4,2020-02-12,2025-04-30,0.0791324611615564
2025-05-12,ITC,1,1,0.26798618,0.7320138,0.7320138,4,2020-02-12,2025-04-30,0.0282139176336735
2025-05-12,JSWSTEEL,1,1,0.2970429,0.7029571,0.7029571,4,2020-02-12,2025-04-30,0.0503657294486499
2025-05-12,KOTAKBANK,-1,1,0.3046928,0.6953072,0.6953072,4,2020-02-12,2025-04-30,0.0199229999441417
2025-05-12,LT,1,1,0.29584235,0.70415765,0.70415765,4,2020-02-12,2025-04-30,0.0416098685303318
2025-05-12,MARUTI,-1,1,0.30467445,0.69532555,0.69532555,4,2020-02-12,2025-04-30,0.0298775512835338
2025-05-12,NESTLEIND,1,1,0.2203896,0.7796104,0.7796104,4,2020-02-12,2025-04-30,0.0251141029774999
2025-05-12,NTPC,-1,1,0.41197747,0.58802253,0.58802253,4,2020-02-12,2025-04-30,0.0412246790389672
2025-05-12,POWERGRID,-1,1,0.45986277,0.54013723,0.54013723,4,2020-02-12,2025-04-30,0.0325760608592169
2025-05-12,SBIN,1,1,0.23993212,0.7600679,0.7600679,4,2020-02-12,2025-04-30,0.0287456508343044
2025-05-12,TATASTEEL,1,1,0.25629258,0.7437074,0.7437074,4,2020-02-12,2025-04-30,0.0619834651995896
2025-05-12,TCS,-1,1,0.2215082,0.7784918,0.7784918,4,2020-02-12,2025-04-30,0.0523499810321572
2025-05-12,TECHM,1,1,0.34574515,0.65425485,0.65425485,4,2020-02-12,2025-04-30,0.0531566375772705
2025-05-12,TITAN,1,1,0.34007734,0.65992266,0.65992266,4,2020-02-12,2025-04-30,0.0149844632539772
2025-05-12,WIPRO,-1,1,0.16843504,0.83156496,0.83156496,4,2020-02-12,2025-04-30,0.0630966352980963
2025-05-13,BAJAJ-AUTO,1,1,0.34832335,0.65167665,0.65167665,4,2020-02-12,2025-04-30,0.0029230426720763
2025-05-13,BAJFINANCE,1,1,0.38290012,0.6170999,0.6170999,4,2020-02-12,2025-04-30,0.0026057999739277
2025-05-13,BHARTIARTL,1,1,0.22791916,0.77208084,0.77208084,4,2020-02-12,2025-04-30,-0.0268335055429023
2025-05-13,BPCL,1,1,0.13331437,0.8666856,0.8666856,4,2020-02-12,2025-04-30,-0.0069569039541793
2025-05-13,CIPLA,-1,1,0.24766529,0.7523347,0.7523347,4,2020-02-12,2025-04-30,0.0056231786352511
2025-05-13,COALINDIA,1,1,0.31667227,0.68332773,0.68332773,4,2020-02-12,2025-04-30,-0.0008849185515679
2025-05-13,DRREDDY,1,1,0.3819257,0.6180743,0.6180743,4,2020-02-12,2025-04-30,0.0096186754884008
2025-05-13,GRASIM,-1,1,0.27727932,0.7227207,0.7227207,4,2020-02-12,2025-04-30,-0.0124326099440154
2025-05-13,HCLTECH,1,1,0.17492604,0.82507396,0.82507396,4,2020-02-12,2025-04-30,-0.0303538573993572
2025-05-13,HEROMOTOCO,1,1,0.40050018,0.5994998,0.5994998,4,2020-02-12,2025-04-30,0.019749600706586
2025-05-13,HINDALCO,1,1,0.20467615,0.79532385,0.79532385,4,2020-02-12,2025-04-30,-0.0263823694669055
2025-05-13,HINDUNILVR,1,1,0.17340666,0.82659334,0.82659334,4,2020-02-12,2025-04-30,-0.0094438010399044
2025-05-13,ICICIBANK,1,1,0.25445575,0.74554425,0.74554425,4,2020-02-12,2025-04-30,-0.0123576113396459
2025-05-13,INDUSINDBK,1,1,0.075196266,0.92480373,0.92480373,4,2020-02-12,2025-04-30,-0.0233354780140297
2025-05-13,ITC,1,1,0.23877329,0.7612267,0.7612267,4,2020-02-12,2025-04-30,-0.0174511575437772
2025-05-13,JSWSTEEL,1,1,0.3027966,0.6972034,0.6972034,4,2020-02-12,2025-04-30,-0.0152208524985164
2025-05-13,KOTAKBANK,-1,1,0.24942642,0.7505736,0.7505736,4,2020-02-12,2025-04-30,-0.0137062973518873
2025-05-13,LT,1,1,0.39853668,0.6014633,0.6014633,4,2020-02-12,2025-04-30,-0.005631150552086
2025-05-13,NESTLEIND,1,1,0.21547407,0.78452593,0.78452593,4,2020-02-12,2025-04-30,-0.0057052312032666
2025-05-13,NTPC,-1,1,0.38328493,0.6167151,0.6167151,4,2020-02-12,2025-04-30,-0.0202266163953371
2025-05-13,ONGC,1,1,0.27368653,0.7263135,0.7263135,4,2020-02-12,2025-04-30,-0.0117204099856231
2025-05-13,POWERGRID,-1,1,0.33266532,0.6673347,0.6673347,4,2020-02-12,2025-04-30,-0.0342985728872333
2025-05-13,SBIN,1,1,0.31069362,0.6893064,0.6893064,4,2020-02-12,2025-04-30,0.0001246865047612
2025-05-13,SUNPHARMA,-1,1,0.25322592,0.7467741,0.7467741,4,2020-02-12,2025-04-30,0.0081841953861234
2025-05-13,TATASTEEL,1,1,0.21039253,0.78960747,0.78960747,4,2020-02-12,2025-04-30,-0.0145090555706075
2025-05-13,TECHM,1,1,0.49355352,0.5064465,0.5064465,4,2020-02-12,2025-04-30,-0.0003814136193166
2025-05-13,TITAN,1,1,0.34663492,0.6533651,0.6533651,4,2020-02-12,2025-04-30,8.419330204834097e-05
2025-05-13,ULTRACEMCO,-1,1,0.25731128,0.7426887,0.7426887,4,2020-02-12,2025-04-30,-0.0063905720054325
2025-05-13,WIPRO,-1,1,0.20192146,0.79807854,0.79807854,4,2020-02-12,2025-04-30,-0.0221937421954866
2025-05-14,ASIANPAINT,1,1,0.20939326,0.79060674,0.79060674,4,2020-02-12,2025-04-30,-0.0181967460935542
2025-05-14,BAJAJ-AUTO,1,1,0.4134534,0.5865466,0.5865466,4,2020-02-12,2025-04-30,0.0048989550547557
2025-05-14,BAJFINANCE,1,1,0.43127275,0.56872725,0.56872725,4,2020-02-12,2025-04-30,0.0043131958616327
2025-05-14,BHARTIARTL,1,1,0.27879333,0.72120667,0.72120667,4,2020-02-12,2025-04-30,0.0074700964240652
2025-05-14,BPCL,1,1,0.190112,0.809888,0.809888,4,2020-02-12,2025-04-30,0.0182470651090194
2025-05-14,CIPLA,-1,1,0.24960917,0.7503908,0.7503908,4,2020-02-12,2025-04-30,-0.0166435612055831
2025-05-14,COALINDIA,-1,1,0.47483206,0.52516794,0.52516794,4,2020-02-12,2025-04-30,0.0201189577164138
2025-05-14,DRREDDY,1,1,0.34120244,0.65879756,0.65879756,4,2020-02-12,2025-04-30,0.0106867893775077
2025-05-14,EICHERMOT,-1,1,0.37832582,0.6216742,0.6216742,4,2020-02-12,2025-04-30,0.0050747304000986
2025-05-14,GRASIM,-1,1,0.30644906,0.69355094,0.69355094,4,2020-02-12,2025-04-30,0.0105216642453562
2025-05-14,HEROMOTOCO,1,1,0.37114966,0.62885034,0.62885034,4,2020-02-12,2025-04-30,0.0008858370712647
2025-05-14,ICICIBANK,1,1,0.34774476,0.65225524,0.65225524,4,2020-02-12,2025-04-30,-0.0030756494191314
2025-05-14,INDUSINDBK,1,1,0.14062631,0.8593737,0.8593737,4,2020-02-12,2025-04-30,0.0146084928667091
2025-05-14,INFY,-1,1,0.3208437,0.6791563,0.6791563,4,2020-02-12,2025-04-30,0.0151728099937382
2025-05-14,JSWSTEEL,1,1,0.26363814,0.73636186,0.73636186,4,2020-02-12,2025-04-30,-0.0006061218679607
2025-05-14,KOTAKBANK,-1,1,0.27602768,0.7239723,0.7239723,4,2020-02-12,2025-04-30,-0.0109661257280309
2025-05-14,LT,1,1,0.3834275,0.6165725,0.6165725,4,2020-02-12,2025-04-30,0.0017101708287381
2025-05-14,M&M,-1,1,0.2636981,0.7363019,0.7363019,4,2020-02-12,2025-04-30,0.0157181190929924
2025-05-14,MARUTI,-1,1,0.36119854,0.63880146,0.63880146,4,2020-02-12,2025-04-30,0.0150617147456695
2025-05-14,NESTLEIND,1,1,0.23553962,0.7644604,0.7644604,4,2020-02-12,2025-04-30,8.434058454365179e-05
2025-05-14,ONGC,-1,1,0.35254073,0.64745927,0.64745927,4,2020-02-12,2025-04-30,0.0201111026554039
2025-05-14,POWERGRID,-1,1,0.47749847,0.5225015,0.5225015,4,2020-02-12,2025-04-30,-0.0083765782310971
2025-05-14,SBIN,1,1,0.336815,0.663185,0.663185,4,2020-02-12,2025-04-30,-0.0013096379980642
2025-05-14,SUNPHARMA,-1,1,0.34372574,0.65627426,0.65627426,4,2020-02-12,2025-04-30,0.0048234650651726
2025-05-14,TATASTEEL,1,1,0.37398112,0.6260189,0.6260189,4,2020-02-12,2025-04-30,0.0393495459551223
2025-05-14,TCS,-1,1,0.31574315,0.68425685,0.68425685,4,2020-02-12,2025-04-30,0.009587462149484
2025-05-14,TECHM,-1,-1,0.5504795,0.44952053,0.5504795,4,2020-02-12,2025-04-30,0.0195230167151183
2025-05-14,ULTRACEMCO,-1,1,0.28370553,0.71629447,0.71629447,4,2020-02-12,2025-04-30,0.0009433110749674
2025-05-14,WIPRO,-1,1,0.26649797,0.73350203,0.73350203,4,2020-02-12,2025-04-30,0.0054457822183244
2025-05-15,ASIANPAINT,-1,1,0.34472018,0.6552798,0.6552798,4,2020-02-12,2025-04-30,0.0208561345598365
2025-05-15,BAJAJ-AUTO,1,1,0.44223452,0.5577655,0.5577655,4,2020-02-12,2025-04-30,0.0275840719338398
2025-05-15,BAJAJFINSV,-1,1,0.34586322,0.6541368,0.6541368,4,2020-02-12,2025-04-30,0.0106414431141717
2025-05-15,CIPLA,-1,1,0.24236953,0.75763047,0.75763047,4,2020-02-12,2025-04-30,0.0049504063849588
2025-05-15,COALINDIA,-1,1,0.43018788,0.5698121,0.5698121,4,2020-02-12,2025-04-30,0.003845269374672
2025-05-15,DRREDDY,1,1,0.3501745,0.6498255,0.6498255,4,2020-02-12,2025-04-30,0.0133606477731162
2025-05-15,EICHERMOT,-1,1,0.3766994,0.6233006,0.6233006,4,2020-02-12,2025-04-30,0.0035802993720559
2025-05-15,GRASIM,-1,-1,0.51784587,0.48215413,0.51784587,4,2020-02-12,2025-04-30,0.0320035936121003
2025-05-15,HCLTECH,-1,1,0.33908427,0.66091573,0.66091573,4,2020-02-12,2025-04-30,0.0355986400977159
2025-05-15,HINDALCO,-1,1,0.3304459,0.6695541,0.6695541,4,2020-02-12,2025-04-30,0.0166013373953255
2025-05-15,INDUSINDBK,1,1,0.13977587,0.8602241,0.8602241,4,2020-02-12,2025-04-30,-0.0010878295418133
2025-05-15,INFY,-1,1,0.3184055,0.6815945,0.6815945,4,2020-02-12,2025-04-30,0.0129364834880179
2025-05-15,ITC,-1,1,0.2063806,0.7936194,0.7936194,4,2020-02-12,2025-04-30,0.0082730459924353
2025-05-15,JSWSTEEL,-1,1,0.4373364,0.5626636,0.5626636,4,2020-02-12,2025-04-30,0.0495300356117702
2025-05-15,KOTAKBANK,-1,1,0.29622525,0.70377475,0.70377475,4,2020-02-12,2025-04-30,0.0066908272572288
2025-05-15,LT,1,1,0.420214,0.579786,0.579786,4,2020-02-12,2025-04-30,0.0126220706151272
2025-05-15,M&M,-1,1,0.34332752,0.6566725,0.6566725,4,2020-02-12,2025-04-30,0.0137016755537295
2025-05-15,MARUTI,-1,1,0.4674365,0.5325635,0.5325635,4,2020-02-12,2025-04-30,0.0222572994804894
2025-05-15,NESTLEIND,1,1,0.25158238,0.7484176,0.7484176,4,2020-02-12,2025-04-30,0.0116858531380943
2025-05-15,NTPC,-1,1,0.4243728,0.5756272,0.5756272,4,2020-02-12,2025-04-30,0.0100429658113752
2025-05-15,ONGC,-1,1,0.384692,0.615308,0.615308,4,2020-02-12,2025-04-30,0.0065038912197632
2025-05-15,POWERGRID,-1,1,0.4651718,0.5348282,0.5348282,4,2020-02-12,2025-04-30,0.0125019580398579
2025-05-15,RELIANCE,-1,1,0.31205904,0.68794096,0.68794096,4,2020-02-12,2025-04-30,0.0209210475030388
2025-05-15,SUNPHARMA,-1,1,0.3285656,0.6714344,0.6714344,4,2020-02-12,2025-04-30,0.0186746751467998
2025-05-15,TATASTEEL,1,1,0.3277766,0.6722234,0.6722234,4,2020-02-12,2025-04-30,0.0131351531940224
2025-05-15,TCS,-1,1,0.305264,0.694736,0.694736,4,2020-02-12,2025-04-30,0.0087919701439196
2025-05-15,TECHM,-1,-1,0.5774739,0.42252615,0.5774739,4,2020-02-12,2025-04-30,0.0161552246588989
2025-05-15,TITAN,-1,1,0.39784676,0.60215324,0.60215324,4,2020-02-12,2025-04-30,0.0137138661931881
2025-05-15,ULTRACEMCO,-1,1,0.36763495,0.63236505,0.63236505,4,2020-02-12,2025-04-30,0.0190198675675119
2025-05-15,WIPRO,-1,1,0.20892203,0.791078,0.791078,4,2020-02-12,2025-04-30,0.0143512404498327
2025-05-16,ASIANPAINT,-1,1,0.39984095,0.60015905,0.60015905,4,2020-02-12,2025-04-30,0.0101721247473332
2025-05-16,AXISBANK,-1,1,0.36632752,0.6336725,0.6336725,4,2020-02-12,2025-04-30,-0.0002480677743389
2025-05-16,BAJAJ-AUTO,1,1,0.43846452,0.5615355,0.5615355,4,2020-02-12,2025-04-30,0.018796556187566
2025-05-16,BHARTIARTL,1,1,0.20578587,0.7942141,0.7942141,4,2020-02-12,2025-04-30,-0.0284918448380702
2025-05-16,CIPLA,-1,1,0.23254377,0.76745623,0.76745623,4,2020-02-12,2025-04-30,-0.0015310504622471
2025-05-16,COALINDIA,-1,1,0.3457957,0.6542043,0.6542043,4,2020-02-12,2025-04-30,0.000370502122396
2025-05-16,DRREDDY,1,1,0.36953962,0.6304604,0.6304604,4,2020-02-12,2025-04-30,-0.0045297355122142
2025-05-16,EICHERMOT,-1,1,0.3926835,0.6073165,0.6073165,4,2020-02-12,2025-04-30,0.007958231028043
2025-05-16,GRASIM,-1,1,0.4816138,0.5183862,0.5183862,4,2020-02-12,2025-04-30,-0.0072925719457519
2025-05-16,HCLTECH,-1,1,0.23739082,0.7626092,0.7626092,4,2020-02-12,2025-04-30,-0.0212852641518214
2025-05-16,HINDALCO,-1,1,0.21267438,0.7873256,0.7873256,4,2020-02-12,2025-04-30,-0.0057458281249389
2025-05-16,HINDUNILVR,-1,1,0.23641807,0.76358193,0.76358193,4,2020-02-12,2025-04-30,0.0111244181035439
2025-05-16,INDUSINDBK,1,1,0.09892076,0.90107924,0.90107924,4,2020-02-12,2025-04-30,-0.00038435335422
2025-05-16,ITC,-1,1,0.20017558,0.7998244,0.7998244,4,2020-02-12,2025-04-30,0.0070496803113275
2025-05-16,JSWSTEEL,-1,1,0.34071642,0.6592836,0.6592836,4,2020-02-12,2025-04-30,-0.0158914198203894
2025-05-16,KOTAKBANK,-1,1,0.2577266,0.7422734,0.7422734,4,2020-02-12,2025-04-30,0.0008546187232139
2025-05-16,LT,1,1,0.41534966,0.58465034,0.58465034,4,2020-02-12,2025-04-30,-0.003731128248344
2025-05-16,M&M,-1,1,0.3314057,0.6685943,0.6685943,4,2020-02-12,2025-04-30,-0.0027668187751703
2025-05-16,MARUTI,-1,-1,0.5418553,0.45814472,0.5418553,4,2020-02-12,2025-04-30,0.0033199866228035
2025-05-16,NTPC,-1,1,0.40513933,0.5948607,0.5948607,4,2020-02-12,2025-04-30,0.0033630398494666
2025-05-16,ONGC,-1,1,0.33713818,0.6628618,0.6628618,4,2020-02-12,2025-04-30,-0.0013731176715333
2025-05-16,POWERGRID,-1,1,0.37747467,0.62252533,0.62252533,4,2020-02-12,2025-04-30,0.0018355789104362
